Protein_Accession	Sequence_MD5_digest	Sequence_Length	Analysis	Signature_Accession	Signature_Description	Start_Location	Stop_location	E-value_Score	Status	Date	InterPro_annotations_accession	InterPro_annotations_description
S0630	321f94828feb314b240946e39d197e58	138	Pfam	PF00487	Fatty acid desaturase	43	134	3.1E-14	T	18-04-2018	IPR005804	Fatty acid desaturase domain
S0736	172d2cf3475a2b6e666dbe53eb3fc139	35	MobiDBLite	mobidb-lite	consensus disorder prediction	12	35	-	T	18-04-2018
S1476	fe91bd0243d678e0f97acca1218d60a3	27	MobiDBLite	mobidb-lite	consensus disorder prediction	1	27	-	T	18-04-2018
S0509	f6cdacd9a503f785ee3822bb07ba34f5	58	MobiDBLite	mobidb-lite	consensus disorder prediction	1	37	-	T	18-04-2018
S2815	7fe3f64dc42213bbc3daac6027a8c1a3	30	MobiDBLite	mobidb-lite	consensus disorder prediction	1	30	-	T	18-04-2018
S2582	190774c5b702f9bb66dd18cf207f0029	34	MobiDBLite	mobidb-lite	consensus disorder prediction	1	34	-	T	18-04-2018
S3525	1c84bd3c5d5d1d82c10851031e0ab055	35	MobiDBLite	mobidb-lite	consensus disorder prediction	1	25	-	T	18-04-2018
S2772	8aa7c80b439922a6c1dcf886dee57495	61	MobiDBLite	mobidb-lite	consensus disorder prediction	28	61	-	T	18-04-2018
S2166	b8f949a0ee1c276e8c57100d500002e5	41	MobiDBLite	mobidb-lite	consensus disorder prediction	1	41	-	T	18-04-2018
S3105	c984665b33035d867ebadc4f7b30ffd5	151	Gene3D	G3DSA:3.50.50.60		1	105	5.4E-18	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S3105	c984665b33035d867ebadc4f7b30ffd5	151	Pfam	PF04820	Tryptophan halogenase	4	93	1.4E-22	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S0564	b3b3b54a6e85dd6bd002421f3af05b98	147	MobiDBLite	mobidb-lite	consensus disorder prediction	108	147	-	T	18-04-2018
S0564	b3b3b54a6e85dd6bd002421f3af05b98	147	MobiDBLite	mobidb-lite	consensus disorder prediction	41	68	-	T	18-04-2018
S2677	98862486a12e66492270e630d2ff8d25	54	MobiDBLite	mobidb-lite	consensus disorder prediction	1	54	-	T	18-04-2018
S2320	9ae292857d934aa47ed92845666cb9f0	96	Pfam	PF00248	Aldo/keto reductase family	3	92	3.2E-9	T	18-04-2018	IPR023210	NADP-dependent oxidoreductase domain
S2320	9ae292857d934aa47ed92845666cb9f0	96	Gene3D	G3DSA:3.20.20.100		1	96	2.0E-18	T	18-04-2018	IPR036812	NADP-dependent oxidoreductase domain superfamily
S2320	9ae292857d934aa47ed92845666cb9f0	96	SUPERFAMILY	SSF51430		3	95	1.96E-14	T	18-04-2018	IPR036812	NADP-dependent oxidoreductase domain superfamily
S0087	decaa8e3156363cecd5decde702de9fb	38	MobiDBLite	mobidb-lite	consensus disorder prediction	1	38	-	T	18-04-2018
S2816	0798759f5657144ccb744fceaba7e874	30	MobiDBLite	mobidb-lite	consensus disorder prediction	1	30	-	T	18-04-2018
S1552	f719ab0b92f503fd3cfeced1b3a6dc37	38	SUPERFAMILY	SSF89796		10	38	9.68E-6	T	18-04-2018	IPR023606	CoA-transferase family III domain superfamily
S1552	f719ab0b92f503fd3cfeced1b3a6dc37	38	Gene3D	G3DSA:3.40.50.10540		1	38	7.9E-6	T	18-04-2018	IPR023606	CoA-transferase family III domain superfamily
S1340	9798e205350edf5f96ff6856a6857c8a	57	MobiDBLite	mobidb-lite	consensus disorder prediction	1	57	-	T	18-04-2018
S1542	be1b77c03fbbc08f40c026a860da258b	32	Gene3D	G3DSA:3.40.50.11290		1	32	3.1E-12	T	18-04-2018
S1542	be1b77c03fbbc08f40c026a860da258b	32	Pfam	PF04174	A circularly permuted ATPgrasp	1	32	4.1E-14	T	18-04-2018	IPR007302	Circularly permuted ATPgrasp domain
S3203	bcb08c41b4d7f480b668b3735542f725	45	MobiDBLite	mobidb-lite	consensus disorder prediction	1	45	-	T	18-04-2018
S3642	8ca52e5b0847bcaa7e68399cfc9aea56	30	SUPERFAMILY	SSF56059		2	26	5.5E-6	T	18-04-2018
S3642	8ca52e5b0847bcaa7e68399cfc9aea56	30	Gene3D	G3DSA:3.30.470.20		1	29	1.5E-6	T	18-04-2018
S1165	2a927af716044e4e89507d71536f394c	90	MobiDBLite	mobidb-lite	consensus disorder prediction	65	90	-	T	18-04-2018
S1591	60d6c59eb545bd77ccd2e80737997dae	146	MobiDBLite	mobidb-lite	consensus disorder prediction	1	80	-	T	18-04-2018
S0089	71e89c664c9a151bed137fabeddc2052	38	MobiDBLite	mobidb-lite	consensus disorder prediction	1	38	-	T	18-04-2018
S0737	e6d678e51ae3a5a94d5dbdd6fd00c5e9	144	MobiDBLite	mobidb-lite	consensus disorder prediction	115	144	-	T	18-04-2018
S2628	fe3abc34f8395362692d9a53a8a0f6bc	50	MobiDBLite	mobidb-lite	consensus disorder prediction	1	50	-	T	18-04-2018
S0958	0c2d3b721767d985fae563da12b8344b	101	Gene3D	G3DSA:2.60.40.10		1	98	4.7E-6	T	18-04-2018	IPR013783	Immunoglobulin-like fold
S0958	0c2d3b721767d985fae563da12b8344b	101	Pfam	PF07705	CARDB	3	91	2.2E-8	T	18-04-2018	IPR011635	CARDB domain
S3522	9a3d7b13c98ea825d0b8013dfd58208a	35	MobiDBLite	mobidb-lite	consensus disorder prediction	1	35	-	T	18-04-2018
S3465	96d01b9b870ff53e60e628f54cbefb2f	67	Gene3D	G3DSA:3.40.47.10		1	67	4.3E-7	T	18-04-2018	IPR016039	Thiolase-like
S3399	ec1f463115a27e7f0708da2aa9143497	43	SUPERFAMILY	SSF52743		1	34	4.06E-7	T	18-04-2018	IPR036852	Peptidase S8/S53 domain superfamily
S3399	ec1f463115a27e7f0708da2aa9143497	43	ProSitePatterns	PS00136	Serine proteases, subtilase family, aspartic acid active site.	1	12	-	T	18-04-2018	IPR023827	Peptidase S8, subtilisin,  Asp-active site
S2072	28b7f2827b3657c3ce24941eb1fb375e	59	MobiDBLite	mobidb-lite	consensus disorder prediction	1	59	-	T	18-04-2018
S1081	398ad62ef8bb7d4c3c87e1bc35f55995	150	MobiDBLite	mobidb-lite	consensus disorder prediction	1	150	-	T	18-04-2018
S1876	bf9db324a707fdab1dd6ef9876244459	43	Pfam	PF05378	Hydantoinase/oxoprolinase N-terminal region	1	43	6.6E-11	T	18-04-2018	IPR008040	Hydantoinaseoxoprolinase, N-terminal
S1473	b030daa439ee6b44cdfad8891a2d3c72	27	MobiDBLite	mobidb-lite	consensus disorder prediction	1	27	-	T	18-04-2018
S1936	15a74c495e6d46ed03ab724ca5e180f6	68	Pfam	PF03116	NQR2, RnfD, RnfE family	29	68	2.0E-11	T	18-04-2018	IPR004338	NADH-quinone reductase NQR2/RnfD
S0795	1027f19d6c014c68cf1597b01dc3729a	32	MobiDBLite	mobidb-lite	consensus disorder prediction	1	32	-	T	18-04-2018
S0279	d5c537793dd5ec2bc2816aa41781c4b4	148	Gene3D	G3DSA:3.50.50.60		1	148	5.1E-17	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0279	d5c537793dd5ec2bc2816aa41781c4b4	148	Pfam	PF04820	Tryptophan halogenase	5	148	2.2E-13	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S1642	824fa965f0a861e8470c76a173d1fd3a	105	Gene3D	G3DSA:1.10.620.20		1	105	8.5E-48	T	18-04-2018	IPR012348	Ribonucleotide reductase-like
S1642	824fa965f0a861e8470c76a173d1fd3a	105	SUPERFAMILY	SSF47240		2	104	1.7E-22	T	18-04-2018	IPR009078	Ferritin-like superfamily
S2291	af88e282081f23e6c9ee5ddd10dd48f6	33	MobiDBLite	mobidb-lite	consensus disorder prediction	1	33	-	T	18-04-2018
S2019	ec9cc394e53f38638685372ccb8deeaa	41	MobiDBLite	mobidb-lite	consensus disorder prediction	1	41	-	T	18-04-2018
S1530	cad8e3aa145b27ed9c8085e718fb331a	31	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	18-04-2018
S0086	301c2cf2dcd069102140deeb8e8c2cf8	38	MobiDBLite	mobidb-lite	consensus disorder prediction	1	38	-	T	18-04-2018
S1396	a67a51bfc4ef26cf7cbbb4275402e4e9	45	SUPERFAMILY	SSF56935		14	42	1.06E-5	T	18-04-2018
S1396	a67a51bfc4ef26cf7cbbb4275402e4e9	45	Gene3D	G3DSA:2.40.170.20		2	44	2.1E-6	T	18-04-2018	IPR036942	TonB-dependent receptor-like, beta-barrel domain superfamily
S1396	a67a51bfc4ef26cf7cbbb4275402e4e9	45	Pfam	PF00593	TonB dependent receptor	16	42	2.9E-5	T	18-04-2018	IPR000531	TonB-dependent receptor-like, beta-barrel
S2227	1ea6f1a5fed06995ed88505fd2d3aeb1	29	MobiDBLite	mobidb-lite	consensus disorder prediction	1	29	-	T	18-04-2018
S0412	625a3f07543d59d0104dabaec791ce5a	86	MobiDBLite	mobidb-lite	consensus disorder prediction	1	86	-	T	18-04-2018
S1017	fef0702d306c45d58dc951239c18c6ec	126	MobiDBLite	mobidb-lite	consensus disorder prediction	73	112	-	T	18-04-2018
S2675	b6b1bf9f2b52bcd8ba7c5c76b5aea499	31	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	18-04-2018
S0546	1679a09d5ca638bbdf05666e671f644d	110	Gene3D	G3DSA:3.30.560.10		1	110	2.7E-6	T	18-04-2018
S1232	f7c585712e4e7bf4a7edac0d5ce45fa8	83	MobiDBLite	mobidb-lite	consensus disorder prediction	33	83	-	T	18-04-2018
S0136	409d017b3ff4245549a889c6c687c96f	58	MobiDBLite	mobidb-lite	consensus disorder prediction	1	34	-	T	18-04-2018
S1958	f4cb04bd196741f4af7e4ea83b7a6b66	39	MobiDBLite	mobidb-lite	consensus disorder prediction	1	39	-	T	18-04-2018
S2756	84e95bb01488632f464ff3356a37bcd3	41	MobiDBLite	mobidb-lite	consensus disorder prediction	1	41	-	T	18-04-2018
S2533	b02b11a941b9011df01c4512be189d04	29	MobiDBLite	mobidb-lite	consensus disorder prediction	1	29	-	T	18-04-2018
S2482	335db8a647201c9ed2a1e39c089144a2	147	MobiDBLite	mobidb-lite	consensus disorder prediction	1	99	-	T	18-04-2018
S2780	16f6cf5ba100888eccd499b6581e8e08	37	MobiDBLite	mobidb-lite	consensus disorder prediction	1	37	-	T	18-04-2018
S2258	93e31fb8729152f72a7568ce393c694e	62	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	18-04-2018
S2190	726727e1ca3358af6a28de8a5675ef3b	36	MobiDBLite	mobidb-lite	consensus disorder prediction	1	36	-	T	18-04-2018
S1026	3f6a8819550b2a6f1c99835cc1240eb0	47	SUPERFAMILY	SSF56935		7	46	8.06E-5	T	18-04-2018
S3396	ba0062aabd737c49fdc5d084a3b935dc	35	MobiDBLite	mobidb-lite	consensus disorder prediction	1	35	-	T	18-04-2018
S3216	24e5a8d154fef8a510c170f22c3f4a03	43	MobiDBLite	mobidb-lite	consensus disorder prediction	24	43	-	T	18-04-2018
S2847	f9fa6db82c3eea4947e0a7e3a7a5f296	46	MobiDBLite	mobidb-lite	consensus disorder prediction	1	28	-	T	18-04-2018
S2132	46cf4d1c94271a5d25116ffcbb9c0145	27	MobiDBLite	mobidb-lite	consensus disorder prediction	1	27	-	T	18-04-2018
S0165	0f2f0c0419c026a1358f720c4eb54005	105	MobiDBLite	mobidb-lite	consensus disorder prediction	62	105	-	T	18-04-2018
S2880	9e9d981df33d9f3e743b6b605302d9e7	30	MobiDBLite	mobidb-lite	consensus disorder prediction	1	30	-	T	18-04-2018
S0544	90082dae43780e7c1ff11f6a8f124d03	56	Gene3D	G3DSA:3.40.630.10		1	56	7.9E-6	T	18-04-2018
S0544	90082dae43780e7c1ff11f6a8f124d03	56	SUPERFAMILY	SSF53187		2	55	1.95E-7	T	18-04-2018
S0430	5fc81ce7153ce0efc0fefda1d2325177	89	Pfam	PF07631	Protein of unknown function (DUF1592)	1	88	1.4E-26	T	18-04-2018	IPR013042	Domain of unknown function DUF1592
S2126	9e9ee1338f0be5da3c37ceac83fcf53d	30	MobiDBLite	mobidb-lite	consensus disorder prediction	1	30	-	T	18-04-2018
S0002	f6d61789c506e4d3396bcc27235293bb	110	Pfam	PF12911	N-terminal TM domain of oligopeptide transport permease C	31	65	1.5E-5	T	18-04-2018	IPR025966	Oligopeptide transport permease C-like, N-terminal domain
S2308	1a91b24ee4249685a165924a0721f02d	27	MobiDBLite	mobidb-lite	consensus disorder prediction	1	27	-	T	18-04-2018
S2460	983f2daab3e8aa681db42064161d9611	30	MobiDBLite	mobidb-lite	consensus disorder prediction	1	30	-	T	18-04-2018
S2197	0117e0b7c914fa24e7bb62bdf78d4d90	36	MobiDBLite	mobidb-lite	consensus disorder prediction	1	36	-	T	18-04-2018
S0874	af983946b2862ac9fb3638e60fce1e07	35	MobiDBLite	mobidb-lite	consensus disorder prediction	16	35	-	T	18-04-2018
S0928	8074d6d7a9b4d4094af50995888e4fa8	111	Pfam	PF03050	Transposase IS66 family	14	109	1.2E-10	T	18-04-2018	IPR004291	Transposase, IS66
S1121	07cb748ca2f75f4cd607d5f15f410f31	152	Pfam	PF16861	Carbamoyltransferase C-terminus	14	152	8.0E-53	T	18-04-2018	IPR031730	Carbamoyltransferase, C-terminal
S1121	07cb748ca2f75f4cd607d5f15f410f31	152	Gene3D	G3DSA:3.90.870.20		2	152	2.7E-57	T	18-04-2018	IPR038152	Carbamoyltransferase, C-terminal domain superfamily
S0570	e0959b8d540fd71826c78521e1fd7100	73	Gene3D	G3DSA:2.60.120.580		2	69	6.2E-8	T	18-04-2018
S0570	e0959b8d540fd71826c78521e1fd7100	73	SUPERFAMILY	SSF141130		7	57	1.18E-9	T	18-04-2018
S0189	4da2b8cd144c14a5065afdd2e56d8d9c	73	MobiDBLite	mobidb-lite	consensus disorder prediction	1	73	-	T	18-04-2018
S2281	c2d3525e69f0967bed2f4187a862548d	34	MobiDBLite	mobidb-lite	consensus disorder prediction	1	34	-	T	18-04-2018
S1998	69f42bfb6bbf00852b109328f8b7b6e9	69	Pfam	PF07995	Glucose / Sorbosone dehydrogenase	2	69	6.6E-26	T	18-04-2018	IPR012938	Glucose/Sorbosone dehydrogenase
S1998	69f42bfb6bbf00852b109328f8b7b6e9	69	SUPERFAMILY	SSF50952		3	53	3.27E-5	T	18-04-2018	IPR011041	Soluble quinoprotein glucose/sorbosone dehydrogenase
S1998	69f42bfb6bbf00852b109328f8b7b6e9	69	Gene3D	G3DSA:2.120.10.30		1	69	2.2E-18	T	18-04-2018	IPR011042	Six-bladed beta-propeller, TolB-like
S1540	750d452190f5fad358ae9dcde9959497	72	MobiDBLite	mobidb-lite	consensus disorder prediction	49	72	-	T	18-04-2018
S2406	a500510e1876f6c2daa7485a2018e3c9	34	Gene3D	G3DSA:3.20.20.140		1	34	3.3E-6	T	18-04-2018
S2406	a500510e1876f6c2daa7485a2018e3c9	34	Pfam	PF01244	Membrane dipeptidase (Peptidase family M19)	1	30	1.1E-6	T	18-04-2018	IPR008257	Peptidase M19
S0587	13c8534cb1ccdee962dc9a064ab36de7	56	Pfam	PF03977	Na+-transporting oxaloacetate decarboxylase beta subunit	2	55	3.9E-17	T	18-04-2018	IPR005661	Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit
S0577	4f9631df18641159a8c5f4d0885734dd	42	MobiDBLite	mobidb-lite	consensus disorder prediction	15	42	-	T	18-04-2018
S2537	b588dda5364ff49cea6d2cfb5e8e990b	35	MobiDBLite	mobidb-lite	consensus disorder prediction	1	35	-	T	18-04-2018
S0037	8f8db5ded2c83b6fb60e9a153a84110d	77	MobiDBLite	mobidb-lite	consensus disorder prediction	1	25	-	T	18-04-2018
S1881	87cab82d8f9155f9ee8534ee0558373a	89	Gene3D	G3DSA:3.40.50.300		1	89	2.7E-8	T	18-04-2018
S2753	bfdc23589a9470ab17e55ceb27ec1f40	148	MobiDBLite	mobidb-lite	consensus disorder prediction	1	148	-	T	18-04-2018
S1946	cee8c2199ea059efaec6bac8eb2d7636	50	MobiDBLite	mobidb-lite	consensus disorder prediction	14	50	-	T	18-04-2018
S2420	1edc976ecdc06a94b624028a5ec692c6	75	SUPERFAMILY	SSF111283		4	75	2.62E-24	T	18-04-2018	IPR036059	Metalloprotease TldD/PmbA superfamily
S2420	1edc976ecdc06a94b624028a5ec692c6	75	Pfam	PF01523	Putative modulator of DNA gyrase	3	30	1.7E-7	T	18-04-2018	IPR002510	Metalloprotease TldD/PmbA
S3478	2bf0362759b731a8784d0f937c89d8e2	39	MobiDBLite	mobidb-lite	consensus disorder prediction	1	39	-	T	18-04-2018
S1085	9909ee2eeb0bdbb3ec50198071d81f7b	153	MobiDBLite	mobidb-lite	consensus disorder prediction	1	153	-	T	18-04-2018
S0385	fc2caf8463540ea400e7ba4bb633736c	37	MobiDBLite	mobidb-lite	consensus disorder prediction	1	37	-	T	18-04-2018
S1848	729f79ef62348d816842413e54a19a38	30	MobiDBLite	mobidb-lite	consensus disorder prediction	1	30	-	T	18-04-2018
S0579	9d55b0f59dd73a4733c9c59973edde5e	88	MobiDBLite	mobidb-lite	consensus disorder prediction	1	88	-	T	18-04-2018
S2345	7adb263cf7e9933b8b17959d32d1a1d7	92	MobiDBLite	mobidb-lite	consensus disorder prediction	1	92	-	T	18-04-2018
S3500	8eadc90f47b5e3d182d4b3b8dc99f5d2	51	SUPERFAMILY	SSF55973		1	51	9.42E-9	T	18-04-2018	IPR022636	S-adenosylmethionine synthetase superfamily
S3500	8eadc90f47b5e3d182d4b3b8dc99f5d2	51	Pfam	PF02772	S-adenosylmethionine synthetase, central domain	1	51	3.0E-8	T	18-04-2018	IPR022629	S-adenosylmethionine synthetase, central domain
S3500	8eadc90f47b5e3d182d4b3b8dc99f5d2	51	Gene3D	G3DSA:3.30.300.10		1	51	2.0E-11	T	18-04-2018
S1199	026272db731d868496912c3b4de67c14	27	MobiDBLite	mobidb-lite	consensus disorder prediction	1	27	-	T	18-04-2018
S2784	7a3afa0557371971685eae3bc8155a05	29	MobiDBLite	mobidb-lite	consensus disorder prediction	1	29	-	T	18-04-2018
S1616	f40a73be2bac483ed963bbe58548f139	31	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	18-04-2018
S2036	aea0ef7529ed64f402c5996d6bd5ae8a	47	MobiDBLite	mobidb-lite	consensus disorder prediction	19	47	-	T	18-04-2018
S2042	a8a98b51896428d0a3a8c0c1965888a8	49	MobiDBLite	mobidb-lite	consensus disorder prediction	1	35	-	T	18-04-2018
S0667	70d610b5066574e75fab09d5da1d971c	85	MobiDBLite	mobidb-lite	consensus disorder prediction	1	59	-	T	18-04-2018
S3208	b9ad801c0f63d3c7644c1c08fa99462f	35	MobiDBLite	mobidb-lite	consensus disorder prediction	1	35	-	T	18-04-2018
S1647	94686f08206e4680bea4375e1d216171	44	Pfam	PF06808	Tripartite ATP-independent periplasmic transporter, DctM component	1	44	4.3E-7	T	18-04-2018	IPR010656	TRAP C4-dicarboxylate transport system permease DctM subunit
S2131	68c6257172e00a88417f17a35d6fb7eb	36	MobiDBLite	mobidb-lite	consensus disorder prediction	1	36	-	T	18-04-2018
S3580	4f35db00209bba2ce42cd481f3bd9811	39	Gene3D	G3DSA:3.30.460.10		1	39	3.9E-6	T	18-04-2018
S0419	9199bf38c2d8fe6d1228decaed8b47a6	32	MobiDBLite	mobidb-lite	consensus disorder prediction	1	32	-	T	18-04-2018
S2043	042b6761d7d00cec529306af709c17f2	49	MobiDBLite	mobidb-lite	consensus disorder prediction	1	49	-	T	18-04-2018
S1986	4128883ebb46b37b61a45f11ecadfd7d	41	MobiDBLite	mobidb-lite	consensus disorder prediction	1	41	-	T	18-04-2018
S1529	6f618c11dc46fa44562567466f7e0ed3	31	MobiDBLite	mobidb-lite	consensus disorder prediction	1	21	-	T	18-04-2018
S2209	3d3b86a50e031349bedf43a7aff94d3e	36	MobiDBLite	mobidb-lite	consensus disorder prediction	17	36	-	T	18-04-2018
S2658	615d0f74d140455ff64eaca855a31283	31	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	18-04-2018
S1387	f0d4b07bca41addb32f6ed334ec4343f	68	MobiDBLite	mobidb-lite	consensus disorder prediction	1	68	-	T	18-04-2018
S2383	dd1a239668ffc0d6028fe74952ebba3e	88	MobiDBLite	mobidb-lite	consensus disorder prediction	31	57	-	T	18-04-2018
S3160	5fce70a2649dc167aa2e01cfcb99b995	35	MobiDBLite	mobidb-lite	consensus disorder prediction	1	35	-	T	18-04-2018
S2217	b16ab1bc5884303f8dd43d00f338ffcb	29	MobiDBLite	mobidb-lite	consensus disorder prediction	1	29	-	T	18-04-2018
S2172	84c313ed2a569b3e9dceaee6187958fe	35	MobiDBLite	mobidb-lite	consensus disorder prediction	1	35	-	T	18-04-2018
S1446	44f9aaf69581f5d4245a79bb38a7b2cc	32	MobiDBLite	mobidb-lite	consensus disorder prediction	1	32	-	T	18-04-2018
S0588	b286e0b98bac32eebf609c68cfe123dc	56	Pfam	PF03977	Na+-transporting oxaloacetate decarboxylase beta subunit	2	50	5.8E-18	T	18-04-2018	IPR005661	Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit
S1910	d05d6cecb27cf438dfbb168e74f82b02	53	Pfam	PF03382	Mycoplasma protein of unknown function, DUF285	4	52	8.3E-6	T	18-04-2018	IPR005046	Protein of unknown function DUF285
S2234	110ffd9743bd6e1892aca99fb3eba9a5	28	MobiDBLite	mobidb-lite	consensus disorder prediction	1	28	-	T	18-04-2018
S0791	b688572728e7067acb091884f02b743b	41	MobiDBLite	mobidb-lite	consensus disorder prediction	1	41	-	T	18-04-2018
S2425	1f2915199e39522245a7271d1dd528c3	59	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	18-04-2018
S1243	c123f208a5168f9a5ca43d0dc51fd993	45	Gene3D	G3DSA:3.90.420.10		1	45	4.2E-9	T	18-04-2018	IPR036374	Oxidoreductase, molybdopterin-binding domain superfamily
S1243	c123f208a5168f9a5ca43d0dc51fd993	45	Pfam	PF00174	Oxidoreductase molybdopterin binding domain	2	45	1.1E-5	T	18-04-2018	IPR000572	Oxidoreductase, molybdopterin-binding domain
S1243	c123f208a5168f9a5ca43d0dc51fd993	45	SUPERFAMILY	SSF56524		2	45	1.44E-6	T	18-04-2018	IPR036374	Oxidoreductase, molybdopterin-binding domain superfamily
S0218	8582ba372f156e9c082a8a24a28c5aad	50	Gene3D	G3DSA:3.40.50.970		1	49	1.5E-6	T	18-04-2018
S0145	f10c826b5f4943f4e06627735b6f5f16	26	MobiDBLite	mobidb-lite	consensus disorder prediction	1	26	-	T	18-04-2018
S2640	6c31f47baaadea7d4ad5519b380f9350	31	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	18-04-2018
S3161	d2585a6ef9f340ee776dabc7c5401b16	35	MobiDBLite	mobidb-lite	consensus disorder prediction	1	35	-	T	18-04-2018
S0224	52f1914062a28e781eac7d5aa85ec105	51	MobiDBLite	mobidb-lite	consensus disorder prediction	1	36	-	T	18-04-2018
S0899	6a5759b561706c7d1f018f9f8d6fca8a	76	MobiDBLite	mobidb-lite	consensus disorder prediction	54	76	-	T	18-04-2018
S1348	bca90e9aacddff5a5f7ae46e9a3d18dc	70	MobiDBLite	mobidb-lite	consensus disorder prediction	1	47	-	T	18-04-2018
S1792	bf6925feedbc50932b78875f20ff24eb	148	MobiDBLite	mobidb-lite	consensus disorder prediction	124	148	-	T	18-04-2018
S0443	a3db97b83f3e4687559e98733c5f65dc	32	MobiDBLite	mobidb-lite	consensus disorder prediction	1	32	-	T	18-04-2018
S2571	d33938f5891f0ee7e334c2d3abd75286	38	MobiDBLite	mobidb-lite	consensus disorder prediction	17	38	-	T	18-04-2018
S0025	708aa133c46b015ee842589e1e25ec0e	31	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	18-04-2018
S3447	73b2d80230f5db5bd0ecb8ae36cb31ba	33	SUPERFAMILY	SSF55874		3	33	2.49E-5	T	18-04-2018	IPR036890	Histidine kinase/HSP90-like ATPase superfamily
S1147	7ba7bb960846d176b7ac61df3b49989a	77	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	18-04-2018
S2392	38db22246f08565e56d44a47772d51c8	46	MobiDBLite	mobidb-lite	consensus disorder prediction	1	24	-	T	18-04-2018
S3361	e97e3aa1b5f4fa7e43c71fabc87969ab	54	MobiDBLite	mobidb-lite	consensus disorder prediction	1	54	-	T	18-04-2018
S2185	aadfe57dfd871c60a0606c02a49d90c4	79	SUPERFAMILY	SSF52540		2	79	1.22E-15	T	18-04-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase
S2185	aadfe57dfd871c60a0606c02a49d90c4	79	Gene3D	G3DSA:3.30.2060.10		25	79	2.0E-12	T	18-04-2018
S1943	e7fde7c65658306ba6c506bf8152e435	57	Gene3D	G3DSA:3.60.15.10		1	57	2.7E-8	T	18-04-2018	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
S2597	cb482ea2f467e5170d51749f8e474072	39	MobiDBLite	mobidb-lite	consensus disorder prediction	1	24	-	T	18-04-2018
S2137	66aafc2ad5301896377dc2635eb5f825	39	MobiDBLite	mobidb-lite	consensus disorder prediction	16	39	-	T	18-04-2018
S2400	53d75305e00e666e550483d25fd44891	29	MobiDBLite	mobidb-lite	consensus disorder prediction	1	29	-	T	18-04-2018
S3443	6f80e1af40dfc95cff5bea9b65e0a1b2	147	SUPERFAMILY	SSF161098		77	144	8.01E-5	T	18-04-2018	IPR035906	MetI-like superfamily
S1974	14f21cd7282e36773d20ceac3b327569	71	Coils	Coil		29	49	-	T	18-04-2018
S2415	2e7fc12fc5e127f6566670ea07505488	56	MobiDBLite	mobidb-lite	consensus disorder prediction	1	56	-	T	18-04-2018
S2764	dc13e516010215d145840901020a0db1	34	MobiDBLite	mobidb-lite	consensus disorder prediction	1	34	-	T	18-04-2018
S3444	5bd679086304e1f86f0eee6f69860ea0	54	Pfam	PF02687	FtsX-like permease family	2	47	1.3E-8	T	18-04-2018	IPR003838	ABC transporter permease protein domain
S2346	01c87ddf320c0c60b39caac0d33aacc5	27	MobiDBLite	mobidb-lite	consensus disorder prediction	1	27	-	T	18-04-2018
S0876	38f79ccfa6b856634c9585e1137a356c	35	MobiDBLite	mobidb-lite	consensus disorder prediction	1	35	-	T	18-04-2018
S0109	02c149d528b70f98afa0053901146d82	148	Pfam	PF04820	Tryptophan halogenase	4	147	5.5E-13	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S0109	02c149d528b70f98afa0053901146d82	148	Gene3D	G3DSA:3.50.50.60		1	148	3.8E-16	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S2691	e05c328d2d715e2e7215fe1528025730	91	MobiDBLite	mobidb-lite	consensus disorder prediction	64	91	-	T	18-04-2018
S1554	eab3358eb55d89586687ed3b2c9f9736	54	Pfam	PF05378	Hydantoinase/oxoprolinase N-terminal region	8	50	1.9E-5	T	18-04-2018	IPR008040	Hydantoinaseoxoprolinase, N-terminal
S1430	42c0ea0098da5e84c59c4909049b20f3	75	Gene3D	G3DSA:3.40.50.300		4	75	7.1E-6	T	18-04-2018
S1430	42c0ea0098da5e84c59c4909049b20f3	75	SUPERFAMILY	SSF52540		6	70	9.03E-9	T	18-04-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase
S0769	daae78a52f5618d8f250f17564a42c03	32	MobiDBLite	mobidb-lite	consensus disorder prediction	1	32	-	T	18-04-2018
